부산,서구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369.75,0.92,0.00,0.92,0.92,0.00,2.77,19.41,93.36,54.54,0.00,0.00,0.00,0.00,0.00,5.55,0.00,79.50,0.92,5037.81,3.70,1.85,8.32,0.00,552.77,1.85,7.39,0.92,0.00,0.00,45.29,1.85,0.00,0.00,0.00,0.92,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.94,0.00,0.00,
부산,수영구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.72,0.00,0.00,0.00,1.13,0.57,2.27,16.43,88.37,37.96,0.00,0.00,0.00,0.57,0.00,2.83,0.00,33.99,0.00,608.99,1.70,0.57,4.53,0.00,183.55,1.13,3.40,1.13,0.00,0.00,45.32,1.13,0.00,0.00,1.13,1.13,0.00,2.27,0.00,0.00,0.57,0.00,0.00,0.00,0.57,0.00,17.56,0.00,0.00,
부산,연제구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,206.90,0.00,0.00,0.48,1.43,0.48,1.43,10.51,60.21,79.80,0.00,0.00,0.00,0.00,0.00,2.39,0.00,57.82,0.00,415.72,0.00,0.00,2.87,0.00,137.62,1.43,2.87,0.48,0.00,0.00,43.96,1.43,0.00,0.00,2.87,0.96,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,14.81,0.00,0.00,
부산,영도구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234.73,0.00,0.00,0.87,0.00,0.87,2.61,19.13,141.71,58.25,0.00,0.00,0.00,0.00,0.00,5.22,0.00,55.64,0.00,381.65,0.87,0.00,3.48,0.00,311.23,1.74,0.87,1.74,0.00,0.00,32.17,0.00,0.00,0.00,0.87,0.87,0.00,1.74,0.87,0.00,0.00,0.00,0.00,0.00,0.87,0.00,13.04,0.00,0.00,
부산,중구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218.14,0.00,0.00,2.40,2.40,2.40,0.00,21.57,62.32,43.15,0.00,0.00,0.00,0.00,0.00,4.79,0.00,35.96,0.00,479.42,4.79,0.00,9.59,0.00,491.41,0.00,2.40,0.00,0.00,0.00,26.37,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.77,0.00,0.00,
부산,해운대구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.06,0.00,0.00,1.73,0.25,0.74,0.74,12.62,96.25,40.83,0.00,0.00,0.00,0.00,0.00,2.97,0.00,19.80,0.00,750.98,1.98,0.00,2.97,0.00,175.68,0.99,3.22,0.49,0.00,0.00,78.69,0.99,0.00,0.00,1.98,0.99,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,8.91,0.00,0.00,
대구,대구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.41,0.12,0.00,0.21,0.45,0.00,3.13,14.99,118.24,94.80,0.00,0.00,0.00,0.12,0.00,3.79,0.08,26.85,0.00,454.50,4.20,0.21,2.88,0.29,80.39,0.95,7.21,0.37,0.00,0.21,30.39,0.54,0.00,0.00,1.40,0.74,0.00,0.70,0.45,0.00,0.04,0.00,0.00,0.04,3.29,0.00,9.72,0.16,0.00,
대구,남구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.89,0.00,0.00,0.68,0.68,0.00,2.04,17.64,71.93,52.93,0.00,0.00,0.00,0.00,0.00,6.79,0.00,22.39,0.00,2562.21,6.11,0.00,4.07,0.68,141.82,1.36,4.07,0.68,0.00,0.00,31.89,0.00,0.00,0.00,3.39,0.00,0.00,2.04,0.68,0.00,0.00,0.00,0.00,0.00,0.68,0.00,14.93,0.68,0.00,
대구,달서구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.84,0.00,0.00,0.18,0.71,0.00,3.90,14.55,101.82,107.85,0.00,0.00,0.00,0.18,0.00,3.19,0.18,16.50,0.00,415.43,4.26,0.18,4.61,0.35,64.74,1.06,4.97,0.53,0.00,0.00,30.33,0.89,0.00,0.00,2.31,0.18,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,1.42,0.00,11.00,0.53,0.00,
대구,달성군,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,634.64,0.39,0.00,0.00,0.78,0.00,4.65,12.02,243.86,173.68,0.00,0.00,0.00,0.39,0.00,5.82,0.00,44.97,0.00,33.34,3.49,0.39,3.88,0.39,55.05,0.78,4.26,0.78,0.00,0.39,68.62,0.78,0.00,0.00,0.39,1.94,0.00,0.78,0.39,0.00,0.00,0.00,0.00,0.00,2.33,0.00,8.92,0.00,0.00,
대구,동구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.61,0.00,0.00,0.00,0.00,0.00,4.07,15.13,126.86,89.61,0.00,0.00,0.00,0.00,0.00,2.62,0.00,23.86,0.00,367.48,3.20,0.00,1.75,0.87,98.63,0.29,8.44,0.58,0.00,0.00,25.90,0.29,0.00,0.00,0.87,1.45,0.00,1.16,1.16,0.00,0.00,0.00,0.00,0.29,4.95,0.00,6.69,0.00,0.00,
대구,북구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.56,0.00,0.00,0.46,0.46,0.00,2.28,13.90,57.18,70.84,0.00,0.00,0.00,0.00,0.00,2.73,0.00,22.78,0.00,275.86,4.10,0.00,2.05,0.00,62.42,1.14,9.11,0.23,0.00,0.23,22.32,0.46,0.00,0.00,0.68,0.68,0.00,1.14,0.23,0.00,0.00,0.00,0.00,0.00,2.51,0.00,6.83,0.00,0.00,
대구,서구,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197.70,0.58,0.00,0.00,0.00,0.00,1.16,16.19,69.95,54.34,0.00,0.00,0.00,0.00,0.00,7.51,0.00,23.70,0.00,543.39,1.16,0.00,2.89,0.00,146.83,2.31,9.83,0.00,0.00,0.00,24.86,0.00,0.00,0.00,3.47,1.16,0.00,0.58,0.58,0.00,0.00,0.00,0.00,0.00,2.89,0.00,12.14,0.00,0.00,
