통제번호,키워드1,키워드2,키워드3
6A001.a.2.a.,공중합체 ; 폴리비닐 불소화합물 ; 광섬유 ; 압전성 중합체 ; 유연성 압전 복합재료 ; 수중 청음기; 음향 트랜스듀서 ; 압전 단결정 ; 3Nb2/3 ; acoustic transducers ; fibre ; Hydrophones ; Mg1 ; O3-PbTiO3 ; O3PbTiO3 ; Pb ; PIN-PMN-PT; PMN-PT ; polyvinylidene-fluoride ; PVDF; PVDF ; PVDF ; TFE ; TrFE ,,
6A001.a.2.b.,견인 수중청음기 어레이; 선수 방위 센서 ; Accelerometer-based hydro-acoustic sensors ; array hoses ; heading sensor ; Hydrophone characteristics; towed acoustic hydro ,,
6A001.a.2.c.,신호처리장비; 견인 음파 수중청음기 어레이용; towed acoustic hydro,견인 음파 수중청음기,
6A001.a.2.d.,선수 방위 센서; heading sensor,,
6A001.a.2.e.,수중 청음기 어레이; bay-cable hydrophone arrays ; Bottom hydrophone arrays ; hydro-acoustic sensors,,
6A001.a.2.f.,해저 케이블 시스템; 베이(bay)케이블 시스템; bay cable system; bottom cable system,신호처리 장비; Processing equipment,
6A001.a.2.g.,가속도계 수중 음향 센서; accelerometer acoustic,수중 음향센서; Hydro-acoustic sensor,
6A001.b.,,수중 음파 탐지기; sonar,
6A001.b.1.,상대속도 수중 음파 탐지기; Correlation-velocity sonar log equipment,,
6A001.b.2.,도플러-속도 수중 음파 탐지기; Doppler-velocity sonar log equipment,,
6A002.,광센서; optical sensor,,UV
6A002.a.,초점면 배열; solid-state detector,열상센서 ; 광센서 ; 적외선 센서; 이미지 센서 ; 영상 센서; 광 검출기; Optical detector; optical sensors ,
6A002.a.1.,우주용 초점면배열; 우주용 반도체 검출기; Space-qualified focal plane array; Space-qualified solid-state detector,우주용 영상증배관; focal plane array,
6A002.a.2.,영상증배관 ; 영상증배관 멀티알카리 광음극 ; 마이크로 채널 전극 ; 금속 양극 ; 전자 센싱 장치; 단일 금속 양극 ; GaAs ; GalnAs ; Ⅲ/Ⅴ 족 화합물; III/V compound; image intensifier,광음극; 비우주용 영상증배관 ; 비우주용 초점면 배열,
6A002.a.3.,마이크로볼로미터 ; 온도 측정; 개별 검출 소자; 비 우주용 초점면 배열; micro bolometer; Non-space-qualified focal plane array; UV camera,비우주용 영상증배관,
6A002.b.,원격감지용; 스펙트럼 영상 센서 ; 전하 결합 소자; CCD ; CMOS ,Imaging sensor; Monospectral imaging sensor; Multispectrial imaging sensor,
6A002.c.,직시 영상 장비; direct view,직시형 영상장비; Imaging equipment,
6A002.d.,광센서; optical sensor,,
6A002.d.1.,저온냉각기; cryocooler,냉각기; cooler,
6A002.d.2.,저온냉각기; cryocooler; 줄-톰슨(Joule-Thomson(JT)) 자기제어 소형냉각기; Joule-Thomson (JT) self-regulating minicooler,냉각기; 줄 톰슨 ; cooler; joule-Thomson,
6A002.d.3.,광검출섬유; optical sensing fibers,,
6A002.f.,판독 집적회로; ROIC,Read out integrated circuit,
6A003.,,카메라; Camera,
6A003.a.,인스트루먼트카메라 ; 플러그인 ; 산업용 카메라; 전자식 스트리크 ; 전자식 카메라 ; 프레임 카메라 ; plug-in; streak ,,
6A003.b.,열상카메라; 고체촬상소자; 영상증배관 ; 영상증배관 멀티알카리 광음극 ; 마이크로 채널 전극 ; 스캐닝 카메라; 열화상 카메라; 적외선 카메라; 비디오 카메라 ; 컴팩트 카메라 ; 흑백 카메라; 금속 양극 ; 단일 금속 양극 ; 전자 센싱 장치 ; CCD ; CMOS ; DSLR ; GaAs ; GalnAs ; image intensifier; solid state senser ,영상카메라; 비우주용 영상증배관 ; 비우주용 초점면 배열 ; 광센서 ; 적외선 센서; 이미지 센서 ; 열상 센서 ; 영상 센서 ; optical sensors ,UV
6A004.,,광학기구; Optic,
6A004.a.,반사경 ; 광학 거울; 단층 거울 ; 발포 거울 ; 능동 광학 조리개; 복합 재료 광학 기구 ; 빔 조정용 거울 ; beam steering mirror; composite ; foam morror; monolithic; optical mirrors ; reflectors ,거울 ; 경량 단층거울; 경량 복합재료 겨울; 경량 발포 거울; 변형 가능 거울; deformable mirror; lightweight coposite mirror; lightweight foam mirror; lightweight monolithic mirror; mirror,
6A004.b.,이중인화아연게르마늄 ; 비소산티탄닐칼륨 ; 인화아연게르마늄 ; 셀렌화탈륨비소 ; 셀렌화갈륨 ; 셀렌화아연 ; 셀렌화칼륨 ; 황화아연 ; AgGaSe2 ; GaSe ; KTA ; Potassium titanyl arsenate ; Silver gallium selenide; TAS ; Thallium arsenic selenide ; Tl3AsSe3 ; ZGP ; ZnGeP2 ; ZnS ; ZnSe ,,
6A004.c.,이중인화아연게르마늄 ; 비소산티탄닐칼륨 ; 인화아연게르마늄 ; 셀렌화탈륨비소 ; 셀렌화갈륨 ; 셀렌화칼륨 ; 우주용 광학 시스템; AgGaSe2 ; GaSe ; KTA ; Potassium titanyl arsenate ; Silver gallium selenide ; space-qualified ; TAS ; Thallium arsenic selenide ; Tl3AsSe3 ; ZGP ; ZnGeP2 ,,
6A004.d.,탄화실리콘 ; 베릴륨-베릴륨 ; 광학 짐벌 ; 광학 제어 장비; Be/Be ; beryllium beryllium ; gimbal ; optical control ; silicon carbide,,
6A004.e.,비구면; 플루오르화지르코늄 ; 플루오르화하프늄 ; 형광인산유리 ; 광학유리 ; 인산유리 ; 용융 실리카 ; aspheric ; Glass; HfF4; ZrF4 ,,
6A004.f.,인조 다이아몬드; diamond ; 동적 파두 측정 장비 wavefront measuring,,
6A005.,,레이저; 레이져; 광섬유 레이저; laser; Nd:Yag; Nd:Yag laser,
6A005.a.,연속파 레이저 ; continous wave laser; CW 레이저; CW laser ,,
6A005.b.,펄스 레이저; pulse laser,Pulsed laser,
6A005.c.,파장 가변 레이저; tunabel laser,,
6A005.d.1.,반도체 레이저; diode laser ; semiconductor laser,레이저 바; Laser bar,
6A005.d.2.,일산화탄소 레이저; carbon laser ; carbon monoxide laser; CO laser ,,
6A005.d.3.,이산화탄소 레이저; CO2 laser,,
6A005.d.4.,엑시머 레이저; Excimer laser,액시머 레이저; 액시머 레이져; 엑시머 레이져,
6A005.d.5.,불화중수소 레이저 ; 트랜스퍼 레이저; 불화수소 레이저 ; Deuterium Fluoride laser ; DF laser ; HF laser ; Hydrogen Fluoride laser ; transfer laser,화학 레이저; chemical laser,
6A005.d.6.,Nd:유리 레이저; Nd:glass laser,,
6A005.e.,레이저 구성품; laser component,,
6A005.e.1.,능동냉각; 열파이프; active cooling; heat pipe cooling,거울; mirror,
6A005.e.2.,광학 거울; 광학 구성품; 전기-광학 구성품; electro-optical component; optical component; Optical mirror,,
6A005.e.3.,다층구조 절연물질 격자형 광소자; 융착형 테이퍼 광섬유 결합기; fused tapered fibre combiner; MLDs; Multi-Layer Dielectric gratings,광소자; 광섬유 결합기; fibre combiner; grating,
6A005.f.,,광학장비; Optical equipment,
6A005.f.2.,레이저 진단장비; Laser diagnostic equipment,,
6A005.f.3.,레이저 광학장비; laser optical equipment,,
6A005.f.4.,투사 망원경; Projection telescope,망원경; telescope,
6A005.g.,레이저 마이크로폰; 레이저 음향 탐지 장치; 음향 유속 탐지 마이크로폰; Laser acoustic detection equipment; Laser Microphone; Particle Flow Detection Microphone,마이크로폰; Microphone,
6A006.,자기계; magnetometer,보상시스템; 수중전기장센서; 자기경도 측정기; 고유 자기경도측정기,
6A006.a.,,광섬유; 초전도; 플럭스게이트; 광학적 펌프; 핵자기 공명; 유도 코일; Fibre optic; fluxgate; Induction coil; nuclear precession; optically pump; proton/Overhauser; SQUID; superconductive,
6A006.b.,수중 전기장 센서; electric field sensor,,센서; sensor
6A006.c.,자기경도 측정기; magnetic gradiometer,,센서; sensor
6A006.d.,자성센서; 자기장 센서; 수중 전기장 센서; magnetic field sensor; underwater electric field sensor ,전기장 센서; electric field sensor,센서; sensor
6A006.e.,자성센서; 자기장 센서; 수중 전자기장 수신기; magnetic field sensor; Underwater electromagnetic receiver,전자기장 수신기; electromagnetic receiver,센서; sensor
6A007.,중력계; 중력경도계; gravimeter; gravity gradiometer; Gravity meter,중력; gravity,
6A008.,레이다; 레이더; 레이다 장비; 레이더 장비; 레이다 시스템; 레이다 조립품; 레이더 시스템; 레이더 조립품; Radar; Radar assemblies; Radar assembly; Radar equipment; Radar system,라이다; 저상작동; 펄스압축; 자동표적추적; 역합성개구면 레이다; 역합성개구면 레이더; 합성개구면 레이다; 합성개구면 레이더; 측면감시 항공용 레이다; 측면감시 항공용 레이더; 레이저 레이다; 레이저 레이더; 레이더 신호처리; 레이다 신호 처리; 빛 탐지 레이다; 빛 탐지 레이더; automatic target tracking; groud-base; ISAR Radar; Lidar; Light detection and ranging; Pulse compression; radar signal processing; SAR Radar; SLAR radar,
6A008.j.,라이다; 레이저 레이다; 레이저 레이더; 빛 탐지 레이다; 빛 탐지 레이더; laser radar; LIDAR; Light Detection and Ranging,,
6A008.k.,펄스압축; pulse compression,신호처리 서브시스템; signal processing sub-system,
6A008.l.,자동표적추적; Automatic target tracking,데이터처리 서브시스템; data processing sub-system,안테나; antenna
6A102.,"내방사선 탐지기 ; EMP, 핵; radiation hardened",,
6A107.,중력경도계; 중력측정계; gravity gradiometer; grvimeter ,,
6A108.,우주발사체용 레이다; 우주발사체용 레이더; 우주발사체용 레이저 레이다; 우주발사체용 레이저 레이더; 레이다 시스템; 레이더 시스템; 레이다 추적시스템; 레이더 추적시스템; 관측용 로켓용 레이다; 관측용 로켓용 레이더; 관측용 로켓용 레이저 레이다; 관측용 로켓용 레이저 레이더; Radar system; radar tracking system,영상대조장비 ; 영상감지기 ; 지형윤곽 대조장비; 도플러 항법 ; Doppler navigation radar equipment; Imaging sensor equipment ; Scene mapping and correlation (both digital and analogue) equipment ; Terrain contour mapping equipment ,
6A202.,광전자증배관; Photomultiplier tube,,
6A203.,영상장치; 고속 카메라 ; high speed camera ; imaging device,플러그인; 동기화 전자유닛; 로터 집합체; Plug-in; rotor assembly; Synchronizing electronics unit,거울; 로터; 터빈; 베어링; 전자유닛; bearing; electronics unit; mirror; rotor; turbine
6A203.a.,스트릭 관; 스트릭 카메라; 전자 스트릭카메라; Electronic streak camera; Streak camera; streak tube,,
6A203.b.,고체촬상소자; 프레이밍 튜브; 프레이밍 카메라; Framing camera; Framing tube; solid-state imaging device,,
6A203.c.,영상증배관; 고체촬상소자; 반도체 카메라; 전자 튜브 카메라; 광-전자 셔터 장치; electron tube camera; Electro-optical shuttering device; image intensifiers tube; 커(kerr); Kerr; 포켈스 셀(Pockels cells); Pockels cells; Solid state camera; Solid-state imaging device,,
6A203.d.,Radiation-hardened TV camera; Radiation-hardened TV camera lense; 내방사선 TV 카메라; 내방사선 TV 카메라 렌즈,방사선 카메라; Radiation camera,방사선; Radiation
6A205.,레이저 발진기; 레이저 증폭기; laser amplifier; laser oscillator,레이저; laser,발진기; amplifier ; oscillator
6A205.a.,아르곤 이온 레이저 ; 이온 레이저; argon laser,,
6A205.b.,색소 레이저 발진기; dye laser oscillator,,
6A205.c.,색소 레이저 발진기; dye laser oscillator,,
6A205.d.,펄스 이산화탄소 레이저; pulse CO2 laser,,
6A205.e.,para hydrogen raman shifter,,
6A205.f.,네이디뮴이 도핑된 레이저; neodymium doped laser,,네이디뮴; Neodymium
6A205.g.,구리 증기 레이저; copper vapour laser,,
6A205.h.,펄스 일산화탄소 레이저; pulsed carbon monoxide laser,,
6A225.,속도 간섭계; velocity interferometer,,
6A226.,충격압 게이지; 압력 센서; 수정 압력 변환기; pressure sensor; Quartz pressure transducer; Shock pressure gauge,센서; 압력 게이지; 압력 변환기; pressure gauge; pressure transducer; sensor,게이지; 변환기; gauge; transducer
6B002.,망선; 마스크; Mask; reticle,광센서; optical sensors,UV
6B004.,광학기구; Optical equipment,,
6B007.,중력계; gravity meter ,중력; gravity,
6B008.,펄스레이다 단면측정시스템; 펄스레이더 단면측정시스템; pulse radar cross-section measurement system,레이다; 레이더; 펄스 레이다; 펄스 레이더 ; pulse radar; radar ,
6B108.,레이다 피사면적 측정; 레이더 피사면적 측정; radar cross section measurement; RCS,미사일; 로켓 시스템; 무인 항공기 시스템; missiles; rocket system; unmanned aerial vehicle system,
6C002.,,광센서; optical sensors,
6C002.a.,텔루륨; Te; tellurium,,
6C002.b.,텔루르화카드뮴; 텔루르화수은카드뮴; 텔루르화아연카드뮴; Cadmium telluride; Cadmium zinc telluride; CdTe; CdZnTe; HgCdTe; Mercury cadmium telluride,단결정; 텔루르화; 에피텍시얼 웨이퍼; epitaxial wafer; Single crystal; telluride,
6C004.,,광물질; 광학 소재; 광학 재료; Optical material,
6C004.a.,블랭크; 황화아연; 셀렌화아연; 블랭크 기판; substrate blank; zinc selenide; zinc sulphide; ZnS; ZnSe,화학기체증착; blank substrate; CVD,
6C004.b.,,전자광학 물질; Electro-optic material,
6C004.b.1.,비소산티탄닐칼륨; KTA; potassium titanyl arsenate,,
6C004.b.2.,셀렌화칼륨은; AgGaSe2; silver gallium selenide,,
6C004.b.3.,셀렌화탈륨비소; TAS; thallium arsenic selenide; Tl3AsSe3,,
6C004.b.4.,인화아연게르마늄; ZGP; zinc germanium biphosphide; zinc germanium diphosphide; Zinc germanium phosphide; ZnGeP2,,
6C004.b.5.,셀렌화갈륨; Gallium selenide; GaSe,,
6C004.d.,블랭크; 탄화실리콘; 블랭크 기판; beryllium; silicon carbide; substrate blank,,베릴륨-베릴륨; Be-Be; beryllium-beryllium
6C004.e.,광학유리; 인산유리; 형광인산유리; 플루오르화하프늄; 플루오르화지르코늄; 인산 유리; 용융 실리카; glass; HfF4; optical glass; ZrF4,,
6C004.f.,인조 다이아몬드; synthetic diamond,다이아몬드; diamond,
6C005.,,레이저; laser,
6C005.a.,,결정성 레이저 재료; crystalline laser material,
6C005.a.1.,사파이어; sapphire,,
